video_id,channelId,title,video_id,liveBroadcastContent,definition,dimension,duration,relevantTopicIds
kn4kBibdlWA,UC8-Th83bH_thdKZDJCrn88g,,,none,hd,2d,PT8M46S,"['/m/09kqc', '/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/09kqc', '/m/0f2f9']"
uUvgMnzplt4,UCfm4y4rHF5HGrSr-qbvOwOg,,,none,hd,2d,PT5M5S,"['/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/0f2f9']"
IumYMCllMsM,UCe4LM_eKc9ywRmVuBm5pjQg,,,none,hd,2d,PT3M53S,"['/m/04rlf', '/m/0glt670', '/m/064t9', '/m/04rlf', '/m/064t9']"
hGoQ44SfV-c,UCxeOKL4PQYB5z_85dliQA_Q,,,none,hd,2d,PT2M57S,"['/m/02jjt', '/m/02vxn', '/m/02jjt', '/m/02vxn']"
UiWGp8dFr5k,UCJ0uqCI0Vqr2Rrt1HseGirg,,,none,hd,2d,PT1M58S,"['/m/0f2f9', '/m/09kqc', '/m/02jjt', '/m/02jjt', '/m/0f2f9', '/m/09kqc']"
_r9GPgvN8As,UCjmJDM5pRKbUlVIzDYYWb6g,,,none,hd,2d,PT1M33S,"['/m/02vxn', '/m/02jjt', '/m/02jjt', '/m/02vxn']"
yTyLXFAIfOI,UCsZsDjpf2Ppv_cT2K6_q2cw,,,none,hd,2d,PT4M56S,"['/m/019_rr', '/m/019_rr']"
PE7ZhHirBFk,UCj9DfRCLcjY9mFk29b2YyKw,,,none,hd,2d,PT3M46S,"['/m/02wbm', '/m/019_rr', '/m/019_rr', '/m/02wbm']"
VdugkldCx10,UCgwv23FVv3lqh567yagXfNg,,,none,hd,2d,PT2M53S,"['/m/04rlf', '/m/04rlf']"
9vlKOFd73XM,UC1IGm2nraAWs6x-ZL-A-uvw,,,none,sd,2d,PT1M24S,"['/m/098wr', '/m/098wr']"
wFEAoF7RC7Y,UCTMuBI0UiH-ukAs0m6YFc-Q,,,none,sd,2d,PT6M1S,"['/m/064t9', '/m/06by7', '/m/04rlf', '/m/04rlf', '/m/064t9']"
MfLcjWq6m9o,UCwmZiChSryoWQCZMIQezgTg,,,none,hd,2d,PT1M2S,"['/m/019_rr', '/m/03glg', '/m/068hy', '/m/019_rr', '/m/03glg', '/m/068hy']"
RO41_2cWSXA,UCbvQHCZJHHS4PJpatQGH-0w,,,none,hd,2d,PT1M13S,"['/m/04rlf', '/m/064t9', '/m/04rlf', '/m/064t9']"
QY83PJXQYXc,UCWJ2lWNubArHWmf3FIHbfcQ,,,none,hd,2d,PT2M58S,"['/m/018w8', '/m/06ntj', '/m/06ntj', '/m/018w8']"
QME3eyBXqpU,UCV8Do0nwSrYP7lwPBS4LWpw,,,none,hd,2d,PT2M45S,"['/m/032tl', '/m/019_rr', '/m/019_rr', '/m/032tl']"
yef_HfQoBd8,UCWOA1ZGywLbqmigxE4Qlvuw,,,none,hd,2d,PT56S,"['/m/02vxn', '/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/02vxn', '/m/0f2f9']"
JANApS0P4z8,UCr3cBLTYmIK9kY0F_OdFWFQ,,,none,hd,2d,PT4M38S,"['/m/0bzvm2', '/m/0bzvm2']"
CzCfd0eaWoA,UCBMxQPhfM6nkhQ8vPfQhkCg,,,none,hd,2d,PT7M30S,"['/m/019_rr', '/m/019_rr']"
nGv8FK28g4s,UCGwPbAQdGA3_88WBuGtg9tw,,,none,hd,2d,PT25M8S,"['/m/019_rr', '/m/019_rr']"
AxWxJNHoLC8,UCpko_-a4wgz2u_DgDgd9fqA,,,none,hd,2d,PT4M20S,"['/m/019_rr', '/m/019_rr']"
qKh7JdoPZz4,UC80Z-cIOdR6upfnrPJ8Q00A,,,none,hd,2d,PT14M59S,"['/m/04rlf', '/m/04rlf']"
dHDn26UX4aw,UC5CSqj2yZ6pI55nyPZLDREQ,,,none,hd,2d,PT1M21S,['/m/019_rr']
gwrfwx1QcDQ,UCHUE4ypXKp7ZkmdWbGJNgJg,,,none,hd,2d,PT10M27S,"['/m/02jjt', '/m/02jjt']"
hXzcIoq2ing,UC3KEoMzNz8eYnwBC34RaKCQ,,,none,hd,2d,PT5M3S,"['/m/07yv9', '/m/019_rr', '/m/019_rr', '/m/07yv9']"
U22EEAK_VLc,UCNbngWUqL2eqRw12yAwcICg,,,none,hd,2d,PT4M46S,"['/m/02wbm', '/m/019_rr', '/m/019_rr', '/m/02wbm']"
VQdKe6_3PAU,UC8iVuEUisbubpH9z5p0eUsg,,,none,hd,2d,PT11M47S,"['/m/02jjt', '/m/02vxn', '/m/02jjt', '/m/02vxn']"
jLZuaFZWa7A,UCJ5v_MCY6GNUBTO8-D3XoAg,,,none,hd,2d,PT2M30S,"['/m/04rlf', '/m/066wd']"
xArN1yUcXXc,UCxJsQFhb8PFjtuN5gdOV6-w,,,none,hd,2d,PT5M6S,"['/m/019_rr', '/m/03glg', '/m/019_rr', '/m/03glg']"
4sXyLTk0IAQ,,,,,,,,
aobdrJr6UaE,UC5zSySQab9SA6Wz569WDgqw,,,none,hd,2d,PT7M32S,"['/m/032tl', '/m/019_rr', '/m/019_rr', '/m/032tl']"
AFZZNlog8sA,UCn7Z0uhzGS1KjnO-sWml_dw,,,none,hd,2d,PT3M11S,"['/m/04rlf', '/m/064t9', '/m/02lkt', '/m/04rlf', '/m/064t9']"
07bTt0BTi-U,UCj34AOIMl_k1fF7hcBkD_dw,,,none,hd,2d,PT11M35S,"['/m/019_rr', '/m/07c1v', '/m/019_rr', '/m/07c1v']"
uO_8d1t5Xh4,UCgdSNWjdqg-bE5i9YDD4GLw,,,none,hd,2d,PT2M34S,"['/m/04rlf', '/m/04rlf']"
tj3EKWwIulQ,UCNwJLcexlDwoptZzSCE-03Q,,,none,hd,2d,PT1M8S,"['/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/0f2f9']"
Ft-cmkjgOlk,UCRv3Np2ihYxOKolEp_cyBYg,,,none,hd,2d,PT10M1S,"['/m/019_rr', '/m/019_rr']"
Y8JGfi4MJ8k,UCS026mREwig9Cc9FepVN7pg,,,none,sd,2d,PT2M15S,"['/m/064t9', '/m/04rlf', '/m/04rlf', '/m/064t9']"
qXivpclxftM,UCdJdEguB1F1CiYe7OEi3SBg,,,none,hd,2d,PT13M55S,"['/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/0f2f9']"
wppAQ8uZpfQ,UCjD2KyAEm84yVH8cTilID7Q,,,none,hd,2d,PT3M26S,['/m/02vxn']
515lLZS082U,UCgdSNWjdqg-bE5i9YDD4GLw,,,none,hd,2d,PT2M46S,"['/m/064t9', '/m/04rlf', '/m/04rlf', '/m/064t9']"
iA5u80nS1PQ,UCHdos0HAIEhIMqUc9L3vh1w,,,none,hd,2d,PT1M55S,"['/m/02jjt', '/m/02vxn', '/m/02jjt', '/m/02vxn']"
H-kKZujl8CI,UCIRYBXDze5krPDzAEOxFGVA,,,none,hd,2d,PT24S,"['/m/019_rr', '/m/019_rr']"
F1b5ouja_VI,UC7_YxT-KID8kRbqZo7MyscQ,,,none,hd,2d,PT56M39S,"['/m/02wbm', '/m/019_rr', '/m/019_rr', '/m/02wbm']"
pmS2oJQ8SIs,UCwNqHDsnBCKT-olwJwIFyfg,,,none,hd,2d,PT32S,"['/m/06ntj', '/m/06ntj', '/m/0jm_']"
VSJ0STT8JRw,UCPDXXXJj9nax0fr0Wfc048g,,,none,hd,2d,PT3M57S,"['/m/09kqc', '/m/0f2f9', '/m/02vxn', '/m/02jjt', '/m/02jjt']"
sfweKCYOPFc,UChDhriK1Ar625KyY7JdnT7A,,,none,hd,2d,PT1M53S,"['/m/02wbm', '/m/019_rr', '/m/019_rr', '/m/02wbm']"
NDBwsMIXlMk,,,,,,,,
Bzji05zubSc,UCTdxW3Si8aduSuZbzyR2jlw,,,none,hd,2d,PT1H4M1S,"['/m/032tl', '/m/019_rr', '/m/03glg', '/m/019_rr', '/m/032tl', '/m/03glg']"
f9psILoYmCc,UCKTINSJhAdJjcK-AaCmiCuA,,,none,hd,2d,PT2M59S,"['/m/098wr', '/m/098wr']"
_6uvQtccJss,UCc6W7efUSkd9YYoxOnctlFg,,,none,hd,2d,PT8M43S,"['/m/019_rr', '/m/032tl', '/m/019_rr', '/m/032tl']"
uPyLIBSVrMw,UCGCVyTWogzQ4D170BLy2Arw,,,none,hd,2d,PT12M12S,"['/m/019_rr', '/m/019_rr']"
t4ZsyO1n-kA,UCZ1Sc5xjWpUnp_o_lUTkvgQ,,,none,hd,2d,PT2M2S,"['/m/07yv9', '/m/019_rr', '/m/019_rr', '/m/07yv9']"
dpLrlEBFq-0,UCi9cDo6239RAzPpBZO9y5SA,,,none,hd,2d,PT5M36S,"['/m/02jjt', '/m/02jjt']"
VoAzRs3sE70,UCHJuQZuzapBh-CuhRYxIZrg,,,none,hd,2d,PT2M49S,"['/m/02wbm', '/m/019_rr', '/m/019_rr', '/m/02wbm']"
VUbsFtLkGN8,UCLXo7UDZvByw2ixzpQCufnA,,,none,hd,2d,PT6M26S,['/m/0f2f9']
5WUDfviiKRE,UCj6X4VxhY-CFXw-qvJANk7g,,,none,sd,2d,PT1M37S,
PtNRJvsLHV0,UC8pWTS43dfJeH0R9qO31mnw,,,none,hd,2d,PT2M50S,"['/m/019_rr', '/m/03glg', '/m/019_rr', '/m/03glg']"
npcqBt_e4k0,UCoookXUzPciGrEZEXmh4Jjg,,,none,hd,2d,PT6M,"['/m/02vxn', '/m/02jjt', '/m/02jjt', '/m/02vxn']"
MU29Wqg_BVo,UCs_6gVNVQOgq6MGDdt3h8HQ,,,none,hd,2d,PT18M39S,
6JvRVILczps,UCKbGPPMiB37HbLIAKyV9bmQ,,,none,hd,2d,PT1M42S,"['/m/04rlf', '/m/018w8', '/m/06ntj']"
gO_QM9oUcM0,UC2kdB9zIipXlsyyD3Ia-Ikg,,,none,sd,2d,PT2M25S,"['/m/02vxn', '/m/02jjt', '/m/02jjt', '/m/02vxn']"
Xk_Gv89jzas,UC3339WgBDKIcxTfywuSmG8w,,,none,hd,2d,PT28S,"['/m/07yv9', '/m/019_rr', '/m/019_rr', '/m/07yv9']"
THr_seahKUI,UCYxRlFDqcWM4y7FfpiAN3KQ,,,none,hd,2d,PT1M,['/m/04rlf']
uZ1M3DkKCEI,UCVWA4btXTFru9qM06FceSag,,,none,hd,2d,PT3M34S,"['/m/02lkt', '/m/04rlf', '/m/02lkt', '/m/04rlf']"
5qxqo2CQakA,UCY30JRSgfhYXA6i6xX1erWg,,,none,hd,2d,PT4M4S,"['/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/0f2f9']"
UVaeRX9LybU,UCYv8VkKxvmfYIRbowQALwCw,,,none,hd,2d,PT16M34S,"['/m/019_rr', '/m/0kt51', '/m/019_rr', '/m/0kt51']"
NKin_i1pcFA,UCsqjHFMB_JYTaEnf_vmTNqg,,,none,hd,2d,PT27M35S,"['/m/07yv9', '/m/019_rr', '/m/019_rr', '/m/07yv9']"
QzfnWcHhdyQ,UCDVYQ4Zhbm3S2dlz7P1GBDg,,,none,hd,2d,PT11M38S,"['/m/06ntj', '/m/06ntj', '/m/0jm_']"
UqItlHUSN-4,UCmv1CLT6ZcFdTJMHxaR9XeA,,,none,hd,2d,PT3M19S,"['/m/02mscn', '/m/04rlf', '/m/02mscn', '/m/04rlf']"
f3uZxD39awA,UCeH6qE4V7n5tVwP7NkdrtJg,,,none,hd,2d,PT3M1S,"['/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/0f2f9']"
2mrOcJNPxEc,UChDKyKQ59fYz3JO2fl0Z6sg,,,none,hd,2d,PT3M59S,"['/m/098wr', '/m/098wr']"
GBhrvR838Ag,UCupvZG-5ko_eiXAupbDfxWw,,,none,hd,2d,PT1M10S,"['/m/098wr', '/m/098wr']"
w2A8q3XIhu0,UCBa659QWEk1AI4Tg--mrJ2A,,,none,hd,2d,PT3M36S,"['/m/019_rr', '/m/019_rr']"
2fGXDFiFBhg,UCsTcErHg8oDvUnTzoqsYeNw,,,none,hd,2d,PT8M24S,"['/m/019_rr', '/m/07c1v', '/m/019_rr', '/m/07c1v']"
LQicq60aJaw,UC16niRr50-MSBwiO3YDb3RA,,,none,hd,2d,PT20M26S,"['/m/098wr', '/m/098wr']"
o7OwzKm8aa0,UCPJHQ5_DLtxZ1gzBvZE99_g,,,none,hd,2d,PT7M55S,"['/m/019_rr', '/m/032tl', '/m/019_rr', '/m/032tl']"
sOIBkZsGb0A,UCfVC_0-T1gkati_kcb4gXPg,,,none,hd,2d,PT5M47S,
QssLKnUk6pg,UCdM8C3ufiI-i-I1XSugKVvg,,,none,hd,2d,PT2M17S,"['/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/0f2f9']"
lOT0GOyw2pY,UCLXo7UDZvByw2ixzpQCufnA,,,none,hd,2d,PT8M33S,"['/m/01k8wb', '/m/01k8wb']"
d-NCySETRIc,UCWOA1ZGywLbqmigxE4Qlvuw,,,none,hd,2d,PT46S,"['/m/02vxn', '/m/02jjt', '/m/02jjt', '/m/02vxn']"
m7CtnR47w20,UCJ0-OtVpF0wOKEqT2Z1HEtA,,,none,hd,2d,PT10M48S,"['/m/019_rr', '/m/07c1v', '/m/019_rr', '/m/07c1v']"
KrxDhokzEv4,UCWFKCr40YwOZQx8FHU_ZqqQ,,,none,hd,2d,PT5M18S,"['/m/019_rr', '/m/07c1v', '/m/019_rr', '/m/07c1v']"
IOuFE-6Awos,UCp0hYYBW6IMayGgR-WeoCvQ,,,none,hd,2d,PT4M22S,"['/m/0f2f9', '/m/05qjc', '/m/02jjt', '/m/02jjt', '/m/0f2f9', '/m/05qjc']"
X26e3rK5SSM,UCA6ZkT-oyly9r6aK23HVkHw,,,none,hd,2d,PT4M14S,"['/m/04rlf', '/m/0glt670', '/m/04rlf', '/m/0glt670']"
bkwLxcfcKTY,UCj9DfRCLcjY9mFk29b2YyKw,,,none,hd,2d,PT7M56S,"['/m/02wbm', '/m/019_rr', '/m/019_rr', '/m/02wbm']"
XAzqBDFs418,UC5jkXpfnBhlDjqh0ir5FsIQ,,,none,hd,2d,PT2M29S,"['/m/04rlf', '/m/04rlf']"
AV5TOlGFHk0,UC5Qbo0AR3CwpmEq751BIy0g,,,none,hd,2d,PT6M34S,"['/m/019_rr', '/m/07c1v', '/m/019_rr', '/m/07c1v']"
RQOgG4MLh1I,,,,,,,,
aQzai9oXb-g,UCgWfS_47YPVbKx5EK4FLm4A,,,none,hd,2d,PT16M10S,"['/m/019_rr', '/m/019_rr']"
VKW64fQwzRc,UC0GoRQoLGWee05U6DWKZk2g,,,none,hd,2d,PT8M14S,"['/m/06ntj', '/m/0jm_', '/m/03tmr', '/m/06ntj', '/m/0jm_', '/m/03tmr']"
SCR1KeLDZxw,UCsZsDjpf2Ppv_cT2K6_q2cw,,,none,hd,2d,PT6M32S,"['/m/019_rr', '/m/019_rr']"
Ort8rZdpoXo,,,,,,,,
8pffcngJJq0,UCX4ZHRgrnJxLoxFZJHwueMA,,,none,hd,2d,PT1M27S,['/m/07yv9']
f0H4h0sfZIU,UCrs3XFE_a_HAF5Jik7uSidA,,,none,hd,2d,PT33S,
wgiW1uFZYr8,UCxX9wt5FWQUAAz4UrysqK9A,,,none,hd,2d,PT7M41S,"['/m/019_rr', '/m/07c1v', '/m/019_rr', '/m/07c1v']"
2UPIKvHp_m8,UC86dbj-lbDks_hZ5gRKL49Q,,,none,hd,2d,PT58S,"['/m/098wr', '/m/098wr']"
2nshBD9EbxE,UC6x7GwJxuoABSosgVXDYtTw,,,none,hd,2d,PT14M2S,"['/m/019_rr', '/m/03glg', '/m/019_rr', '/m/03glg']"
zbV1zyg_4qU,UCg45A-ph7Eu8jQgfrwDkHLg,,,none,hd,2d,PT9M48S,"['/m/019_rr', '/m/019_rr']"
JcC5VGOx8I8,UCwUtwxkX0IDk9_OYaBcmRnQ,,,none,hd,2d,PT3M26S,"['/m/04rlf', '/m/064t9', '/m/04rlf', '/m/064t9']"
ir8UofAKNCM,UCos3UOx4yI8p5rS0wXT7JSQ,,,none,hd,2d,PT3M37S,"['/m/04rlf', '/m/05rwpb', '/m/04rlf', '/m/05rwpb']"
gm5P74vcB84,UC1O0jDlG51N3jGf6_9t-9mw,,,none,hd,2d,PT9M10S,"['/m/019_rr', '/m/07c1v', '/m/019_rr', '/m/07c1v']"
ilaSwO2fx40,UCjSKDpYQkGS005Vf13NAe8A,,,none,hd,2d,PT1M57S,"['/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/0f2f9']"
qgGooEyeNNc,UCZU9T1ceaOgwfLRq7OKFU4Q,,,none,hd,2d,PT4M40S,"['/m/04rlf', '/m/04rlf']"
Wiq7z_HS5DY,UCj28gEwD-ZicKaUOo76tsxg,,,none,hd,2d,PT39S,"['/m/019_rr', '/m/019_rr']"
lR-oJvKJyUY,UCcjhYlL1WRBjKaJsMH_h7Lg,,,none,hd,2d,PT11M20S,"['/m/02wbm', '/m/019_rr', '/m/019_rr', '/m/02wbm']"
Dkut3XLIVrI,UCsQG1uamy9ydZrF79v16IBg,,,none,hd,2d,PT3M22S,"['/m/02mscn', '/m/04rlf', '/m/02mscn', '/m/04rlf']"
feDs1pIhTFQ,UCONnf7g7QfOqzM3etLECtUA,,,none,hd,2d,PT4M43S,"['/m/04rlf', '/m/02lkt', '/m/04rlf', '/m/02lkt']"
EJ-4nFz5hjU,UCV9_KinVpV-snHe3C3n1hvA,,,none,hd,2d,PT7M37S,
Z9cB0TjfIkM,UCOpcACMWblDls9Z6GERVi1A,,,none,hd,2d,PT6M38S,"['/m/02vxn', '/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/02vxn', '/m/0f2f9']"
a8gzChJsvEo,UCYUQQgogVeQY8cMQamhHJcg,,,none,hd,2d,PT16M53S,"['/m/02vxn', '/m/02jjt', '/m/02jjt', '/m/02vxn']"
ykHeGtN4m94,UC2-BeLxzUBSs0uSrmzWhJuQ,,,none,hd,2d,PT1M52S,"['/m/02vxn', '/m/02jjt', '/m/02jjt', '/m/02vxn']"
YL9sNrOlK-I,UCblfuW_4rakIf2h6aqANefA,,,none,hd,2d,PT2M23S,"['/m/019_rr', '/m/03glg', '/m/07yv9', '/m/019_rr', '/m/07yv9', '/m/03glg']"
lb0Ymam2Za0,UCPcFg7aBbaVzXoIKSNqwaww,,,none,hd,2d,PT5M,"['/m/02jjt', '/m/02jjt']"
wa9ZyarpM2U,UCHEf6T_gVq4tlW5i91ESiWg,,,none,hd,2d,PT8M42S,"['/m/02jjt', '/m/02jjt']"
pJ96Z2PPKI8,,,,,,,,
ljEjBIZ2qCQ,UCGaVdbSav8xWuFWTadK6loA,,,none,hd,2d,PT3M19S,"['/m/098wr', '/m/098wr']"
3XklsSF53pc,UCaLfMkkHhSA_LaCta0BzyhQ,,,none,hd,2d,PT7M34S,"['/m/02wbm', '/m/019_rr', '/m/019_rr', '/m/02wbm']"
LeWtF5y9-6Q,UCjD2KyAEm84yVH8cTilID7Q,,,none,hd,2d,PT2M37S,"['/m/02vxn', '/m/02jjt', '/m/02jjt']"
NqntFonA2iY,UCgRQHK8Ttr1j9xCEpCAlgbQ,,,none,hd,2d,PT3M23S,"['/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/0f2f9']"
nVrkQyLS4oE,UCvVuqRzGVqRlmZYlTf99M_w,,,none,hd,2d,PT8M45S,"['/m/019_rr', '/m/03glg', '/m/019_rr', '/m/03glg']"
jtVz0qxQM_U,UCp0hYYBW6IMayGgR-WeoCvQ,,,none,hd,2d,PT3M6S,"['/m/02jjt', '/m/02jjt']"
LqF3QRp3VCE,UCH1oRy1dINbMVp3UFWrKP0w,,,none,hd,2d,PT7M10S,"['/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/0f2f9']"
d8GHT9nK66Y,UCsEj8E122ibbJetQe8BoV7g,,,none,hd,2d,PT3M3S,"['/m/04rlf', '/m/04rlf']"
QgaYsdnOMiM,UCvM1hVcRJmVWDtATYarC0KA,,,none,hd,2d,PT14M45S,"['/m/02wbm', '/m/019_rr', '/m/019_rr', '/m/02wbm']"
-1yT-K3c6YI,UCwf9TcLyS5KDoLRLjke41Hg,,,none,hd,2d,PT16M39S,['/m/04rlf']
exYLX9xGoyo,UCjwmbv6NE4mOh8Z8VhPUx1Q,,,none,hd,2d,PT10M1S,"['/m/02wbm', '/m/019_rr', '/m/019_rr', '/m/02wbm']"
0WPYpeJA__U,UCy6D16zE_mMEm1HVD20WFxA,,,none,hd,2d,PT2M18S,"['/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/0f2f9']"
xe8Id7pDNOM,UCfMJ2MchTSW2kWaT0kK94Yw,,,none,hd,2d,PT7M57S,"['/m/019_rr', '/m/019_rr']"
4FgV0yBZG6E,UC8-Th83bH_thdKZDJCrn88g,,,none,hd,2d,PT4M21S,"['/m/0f2f9', '/m/09kqc', '/m/02jjt', '/m/02jjt', '/m/0f2f9', '/m/09kqc']"
3MA_64gyaA0,UC1of9ELYwB623fWaAMRDVFA,,,none,hd,2d,PT12M20S,"['/m/02wbm', '/m/019_rr', '/m/019_rr', '/m/02wbm']"
pDi7cezk9CA,UCwCI06WrrkGr1VyhkQMFBlw,,,none,hd,2d,PT4M45S,
BOQ-wZQhZZo,UCRXiA3h1no_PFkb1JCP0yMA,,,none,hd,2d,PT8M40S,"['/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/0f2f9']"
JbQ4MwDdxSU,UCDVYQ4Zhbm3S2dlz7P1GBDg,,,none,hd,2d,PT8M40S,"['/m/06ntj', '/m/0jm_', '/m/06ntj', '/m/0jm_']"
UXm1xHECZu0,UCIRiWCPZoUyZDbydIqitHtQ,,,none,hd,2d,PT5M46S,"['/m/019_rr', '/m/019_rr']"
aliDVYH08pg,UCH6vXjt-BA7QHl0KnfL-7RQ,,,none,hd,2d,PT11M10S,"['/m/02jjt', '/m/02vxn', '/m/02jjt', '/m/02vxn']"
q9bGAAYR2MY,UCASjTz4wC5E-8Twuszj7amg,,,none,hd,2d,PT8M47S,"['/m/019_rr', '/m/019_rr']"
e5IRkF20JmU,UCNdqe5zJ6k-i7XKoYWA4Z2g,,,none,hd,2d,PT9M35S,"['/m/0glt670', '/m/04rlf', '/m/04rlf', '/m/0glt670']"
ngMbosIcDRo,UCQjh-JVPNWfY-KsZS3RgRHw,,,none,hd,2d,PT3M8S,"['/m/02jjt', '/m/02jjt']"
al0lGtRpO5M,UCrKoJsUWoFNm0mrKLgYkRiw,,,none,hd,2d,PT2M32S,"['/m/04rlf', '/m/05rwpb', '/m/04rlf', '/m/05rwpb']"
Wzvr_rtI82w,UCBJycsmduvYEL83R_U4JriQ,,,none,hd,2d,PT3M55S,"['/m/019_rr', '/m/07c1v', '/m/019_rr', '/m/07c1v']"
8rWuGBPA7bE,UC3339WgBDKIcxTfywuSmG8w,,,none,sd,2d,PT26S,"['/m/07yv9', '/m/019_rr', '/m/068hy', '/m/019_rr', '/m/07yv9', '/m/068hy']"
6tiphMs-dCY,UCkS8bfIrm38QCSQeOqRxR4A,,,none,hd,2d,PT4M49S,"['/m/02jjt', '/m/02jjt']"
WLagbArQsuE,UCpx_k19S2vUutWUUM9qmXEg,,,none,hd,2d,PT4M4S,"['/m/05rwpb', '/m/04rlf', '/m/06by7', '/m/04rlf', '/m/05rwpb']"
4iN6uiOsCr0,UCdcemy56JtVTrsFIOoqvV8g,,,none,hd,2d,PT6M28S,"['/m/04rlf', '/m/04rlf']"
S2Cq_TpNXoQ,UCddiUEpeqJcYeBxX1IVBKvQ,,,none,hd,2d,PT8M19S,"['/m/019_rr', '/m/019_rr']"
Fjm81OPZbpU,UCpOt14iqkbd6QjtBHicTXKQ,,,none,hd,2d,PT5M24S,"['/m/04rlf', '/m/06j6l', '/m/0gywn', '/m/0glt670', '/m/04rlf', '/m/06j6l', '/m/0gywn']"
VXFQWu55vO8,UC3fg6pL63upkXCc0T203wVg,,,none,hd,2d,PT12M32S,"['/m/019_rr', '/m/019_rr']"
w_b63zETbSs,UCEs-zSwH2NYGskxF-ptoT1w,,,none,hd,2d,PT2M2S,
hkFYWyy9Jek,UCfm4y4rHF5HGrSr-qbvOwOg,,,none,hd,2d,PT3M19S,"['/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/0f2f9']"
OScBxa6FpCk,UCajXeitgFL-rb5-gXI-aG8Q,,,none,hd,2d,PT3M22S,"['/m/019_rr', '/m/019_rr']"
hYip_Vuv8J0,UCftwRNsjfRo08xYE31tkiyw,,,none,hd,2d,PT17M50S,
sw7RElt-SvE,UCjmJDM5pRKbUlVIzDYYWb6g,,,none,hd,2d,PT2M21S,"['/m/02vxn', '/m/02jjt', '/m/02jjt', '/m/02vxn']"
yF_EbNjQq3E,UCHuLJuq6zhqjx4QuJevuj_w,,,none,hd,2d,PT1M30S,"['/m/04rlf', '/m/04rlf']"
oBVr0nUC5AA,UC8mnXeOlR9hC2w8aYqY9WNQ,,,none,hd,2d,PT1M14S,"['/m/06by7', '/m/04rlf', '/m/04rlf', '/m/06by7']"
2omJBSQcm5g,UCoc8tpGCY1wrp8pV7mI0scA,,,none,hd,2d,PT3M19S,
lQ9EpoaNQRc,UC49ta0RHXJUiID5KWRkcySw,,,none,hd,2d,PT1M54S,"['/m/02jjt', '/m/02vxn', '/m/02jjt', '/m/02vxn']"
jmqRuQGdhLs,UCYFQ33UIPERYx8-ZHucZbDA,,,none,hd,2d,PT1M57S,"['/m/019_rr', '/m/07c1v', '/m/019_rr', '/m/07c1v']"
_feQprPLL98,UCXhZvVgqPDXvPEZ_Z14pQAQ,,,none,hd,2d,PT3M7S,"['/m/04rlf', '/m/06by7', '/m/04rlf', '/m/06by7']"
rtJ7JTApIfM,UCr7ZFxNlDvb3waeoTN1_3mA,,,none,hd,2d,PT5M31S,
fRFCXQ3HgdY,UCwNqHDsnBCKT-olwJwIFyfg,,,none,hd,2d,PT10M38S,"['/m/06ntj', '/m/0jm_', '/m/06ntj', '/m/0jm_']"
ds3tvjwdmGM,UCzS3-65Y91JhOxFiM7j6grg,,,none,hd,2d,PT2M6S,"['/m/02vxn', '/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/02vxn']"
npCluN5VHF0,UCEJjmNf24-N1U9HXmr-2nYw,,,none,hd,2d,PT8M59S,"['/m/019_rr', '/m/019_rr']"
mUcUy7SqdS0,UCivA7_KLKWo43tFcCkFvydw,,,none,hd,2d,PT38M18S,"['/m/019_rr', '/m/019_rr']"
VTVLcK2zybM,UCgJMQU7JOIoP-YnrhH_P-bA,,,none,hd,2d,PT2M44S,"['/m/02mscn', '/m/04rlf', '/m/02mscn', '/m/04rlf']"
iLN0_ghe-Tc,UClmaYMJISH_T3zr5Rj8Z2xA,,,none,sd,2d,PT1H28M21S,"['/m/02vxn', '/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/02vxn', '/m/0f2f9']"
BGk6_KEFtLE,UC2lTHZfz2IX3rLtz-7umtXg,,,none,sd,2d,PT1M50S,"['/m/019_rr', '/m/03glg', '/m/019_rr', '/m/03glg']"
7QLZXfVJmEY,UCGieG0SoGN7o3ZKzHGhHhUw,,,none,hd,2d,PT9M26S,"['/m/019_rr', '/m/03glg', '/m/019_rr', '/m/03glg']"
1Apnffv9Yko,,,,,,,,
h2DY-VCtb54,UChD3Vlw0u1Ph4PtIPz1pANg,,,none,hd,2d,PT1M9S,"['/m/019_rr', '/m/03glg', '/m/019_rr', '/m/03glg']"
MhneJpcGVD8,UC9DXZC8BCDOW6pYAQKgozqw,,,none,hd,2d,PT1M20S,"['/m/07yv9', '/m/019_rr', '/m/019_rr', '/m/07yv9']"
