video_id,channelId,title,video_id,liveBroadcastContent,definition,dimension,duration,relevantTopicIds
q-jZm-FUbqs,UCJ5v_MCY6GNUBTO8-D3XoAg,,,none,hd,2d,PT2M21S,"['/m/066wd', '/m/05qjc', '/m/02jjt', '/m/02jjt', '/m/05qjc', '/m/066wd']"
3RlbqOl_4NA,UC16niRr50-MSBwiO3YDb3RA,,,none,hd,2d,PT44S,"['/m/098wr', '/m/098wr']"
LS5ZSkHUqBQ,UCkM3cLfmWBSFoEU-xVnQ-dw,,,none,hd,2d,PT2M31S,"['/m/05qjc', '/m/0f2f9', '/m/02vxn', '/m/02jjt', '/m/02jjt', '/m/05qjc', '/m/02vxn', '/m/0f2f9']"
IJKjMIU55pE,UCLXo7UDZvByw2ixzpQCufnA,,,none,hd,2d,PT7M53S,"['/m/01k8wb', '/m/01k8wb']"
2X9eJF1nLiY,UCXGgrKt94gR6lmN4aN3mYTg,,,none,hd,2d,PT6M6S,
Wo5XO8Y8lzE,UCHJuQZuzapBh-CuhRYxIZrg,,,none,hd,2d,PT3M21S,"['/m/02vxn', '/m/02jjt', '/m/02jjt', '/m/02vxn']"
o495cZqcvAQ,UC8p1vwvWtl6T73JiExfWs1g,,,none,hd,2d,PT1H3M58S,"['/m/098wr', '/m/098wr']"
MJGkm0UwNRk,UCWOA1ZGywLbqmigxE4Qlvuw,,,none,hd,2d,PT44S,"['/m/04rlf', '/m/04rlf']"
8rQT3PWQoNI,UCRXiA3h1no_PFkb1JCP0yMA,,,none,hd,2d,PT2M14S,"['/m/032tl', '/m/019_rr', '/m/019_rr']"
wHedpg7buow,UC7IcJI8PUf5Z3zKxnZvTBog,,,none,hd,2d,PT3M12S,
mwiKZ4qmRnQ,UCJFp8uSYCjXOMnkUyb3CQ3Q,,,none,hd,2d,PT1M39S,"['/m/02wbm', '/m/019_rr', '/m/019_rr', '/m/02wbm']"
2pVHOaT9CZ4,UCftwRNsjfRo08xYE31tkiyw,,,none,hd,2d,PT7M26S,"['/m/02jjt', '/m/02jjt']"
Y6zucdAzNi4,UCdHkLMxTYwV66Sky1xXVrxQ,,,none,hd,2d,PT2M49S,"['/m/02jjt', '/m/02vxn', '/m/02jjt', '/m/02vxn']"
IywiodrtyfM,UCtKf_mQKvfiPvpxyKBVWBoQ,,,none,hd,2d,PT4M3S,"['/m/02jjt', '/m/02jjt']"
VH-DA0YgHHU,,,,,,,,
B2YCf8dTkIM,UCWizIdwZdmr43zfxlCktmNw,,,none,hd,2d,PT13M3S,"['/m/019_rr', '/m/03glg', '/m/019_rr', '/m/03glg']"
RGSgCyQydgc,UCnaXc7HBuxqyP5fwOTH58FQ,,,none,hd,2d,PT2M52S,"['/m/019_rr', '/m/019_rr']"
K5x_3QzLY0U,UCpJmBQ8iNHXeQ7jQWDyGe3A,,,none,hd,2d,PT3M20S,"['/m/01k8wb', '/m/01k8wb']"
cqHZTqr8u-s,UCqhnX4jA0A5paNd1v-zEysw,,,none,hd,2d,PT1M5S,"['/m/019_rr', '/m/03glg', '/m/019_rr', '/m/03glg']"
AZ4sakIfXUE,UCudeRz9YntRrmKBSqnHyKGQ,,,none,hd,2d,PT7M59S,
whNT1a3igGo,UCPD_bxCRGpmmeQcbe2kpPaA,,,none,hd,2d,PT2M51S,"['/m/02wbm', '/m/019_rr', '/m/019_rr', '/m/02wbm']"
BBQ-2BUGQv8,UCWvMmm_sSdgALpo1Ci4WvtQ,,,none,hd,2d,PT50M44S,"['/m/02vxn', '/m/02jjt', '/m/02jjt', '/m/02vxn']"
GMNkrW7jlQM,UCqFzWxSCi39LnW1JKFR3efg,,,none,hd,2d,PT5M30S,"['/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/0f2f9']"
8uvIPHtKoQQ,UCQMbqH7xJu5aTAPQ9y_U7WQ,,,none,hd,2d,PT39M27S,"['/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/0f2f9']"
KcFQfFB5LDA,UCeD3VwVu0HzIkPbLwl1D_VA,,,none,hd,2d,PT2M36S,"['/m/02wbm', '/m/019_rr', '/m/019_rr', '/m/02wbm']"
5iVxBDPlbc4,UC6X0WHKm7Po3FlBepIEg5og,,,none,hd,2d,PT2M3S,"['/m/025zzc', '/m/0bzvm2', '/m/0bzvm2', '/m/025zzc']"
FfSXmbAGl8A,UCFY1gD9VMrMdPgLuCaZPojg,,,none,hd,2d,PT2M52S,
VAk6bUhETHM,UCba2ts-4Sikp-65nK6qPhiA,,,none,hd,2d,PT3M21S,"['/m/0glt670', '/m/04rlf', '/m/04rlf', '/m/0glt670']"
_bVPfM04vOY,UCygY2cnQs5rJHL2neVR6YTw,,,none,hd,2d,PT4M32S,"['/m/019_rr', '/m/032tl', '/m/019_rr', '/m/032tl']"
ByucbuSe958,UCKzhoblE_rPZbHtQKPVUp2A,,,none,hd,2d,PT2M54S,"['/m/0gywn', '/m/06j6l', '/m/064t9', '/m/04rlf', '/m/04rlf', '/m/06j6l', '/m/0gywn']"
fmiZUgA-2W4,UC03RvJoIhm_fMwlUpm9ZvFw,,,none,hd,2d,PT2M21S,"['/m/019_rr', '/m/03glg', '/m/019_rr', '/m/03glg']"
G03bNA-gpXE,UCGBhmRCsK-hdGyKUP-K02zw,,,none,hd,2d,PT7M26S,"['/m/019_rr', '/m/019_rr']"
8eo-L_3OWAQ,UC1YV79zGdDN6-pXPzxaR8ZQ,,,none,hd,2d,PT25S,"['/m/068hy', '/m/019_rr', '/m/07c1v', '/m/019_rr', '/m/068hy', '/m/07c1v']"
WS7f5xpGYn8,UC-8Q-hLdECwQmaWNwXitYDw,,,none,hd,2d,PT3M46S,"['/m/064t9', '/m/04rlf', '/m/04rlf', '/m/064t9']"
nWZMfPP34g8,UC6E2mP01ZLH_kbAyeazCNdg,,,none,hd,2d,PT18M50S,"['/m/019_rr', '/m/019_rr']"
l_lblj8Cq0o,UCjjC1Jk_1o1VWpLalgo21XQ,,,none,hd,2d,PT6M35S,"['/m/0glt670', '/m/04rlf', '/m/04rlf', '/m/0glt670']"
lWHZKP6xXHU,UCsDmESjqNPukDmVnuneLrqw,,,none,hd,2d,PT6M10S,"['/m/02vxn', '/m/02jjt', '/m/02jjt', '/m/02vxn']"
zLJsJR0O6VI,UCY30JRSgfhYXA6i6xX1erWg,,,none,hd,2d,PT4M1S,"['/m/04rlf', '/m/04rlf']"
ccgIXa7TIkc,UCpdK1NLHxEUGXc1gq2NxkTw,,,none,hd,2d,PT1M21S,"['/m/04rlf', '/m/04rlf']"
lcpxLXjYAa8,UCBi2mrWuNuyYy4gbM6fU18Q,,,none,hd,2d,PT2M15S,"['/m/05qt0', '/m/098wr', '/m/098wr', '/m/05qt0']"
szaJ5aW-LUs,UColJTBTSGqaaZr5NOk5r3Pg,,,none,hd,2d,PT2M50S,"['/m/04rlf', '/m/04rlf']"
RHUxyXZBXY8,UCGIelM2Dj3zza3xyV3pL3WQ,,,none,hd,2d,PT3M14S,"['/m/0glt670', '/m/04rlf', '/m/04rlf', '/m/0glt670']"
KFm7fKqg13E,UChDKyKQ59fYz3JO2fl0Z6sg,,,none,hd,2d,PT9M35S,"['/m/05qt0', '/m/098wr', '/m/098wr', '/m/05qt0']"
8LPVjHxXvJM,UC8-Th83bH_thdKZDJCrn88g,,,none,hd,2d,PT5M20S,"['/m/0f2f9', '/m/09kqc', '/m/02jjt', '/m/02jjt', '/m/0f2f9', '/m/09kqc']"
JbazoX5Su1w,UC1OFDlfdRb6ma1ZGZd07gWA,,,none,hd,2d,PT4M16S,"['/m/019_rr', '/m/019_rr']"
rf3iHqE240I,UCLXo7UDZvByw2ixzpQCufnA,,,none,hd,2d,PT5M7S,"['/m/02vxn', '/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/0f2f9', '/m/02vxn']"
fEMxFSjmo5Q,UCbpMy0Fg74eXXkvxJrtEn3w,,,none,hd,2d,PT13M13S,"['/m/02wbm', '/m/019_rr', '/m/019_rr', '/m/02wbm']"
ydPYNo8o-lI,UCpx_k19S2vUutWUUM9qmXEg,,,none,hd,2d,PT4M12S,"['/m/04rlf', '/m/05rwpb', '/m/0glt670', '/m/04rlf', '/m/05rwpb']"
N-3NfWJHNhg,UCVTyTA7-g9nopHeHbeuvpRA,,,none,hd,2d,PT6M38S,"['/m/0f2f9', '/m/09kqc', '/m/02jjt', '/m/02jjt', '/m/0f2f9', '/m/09kqc']"
tDT-a7fh5fc,UCiWLfSweyRNmLpgEHekhoAg,,,none,hd,2d,PT6M49S,"['/m/06ntj', '/m/018jz', '/m/06ntj', '/m/018jz']"
7VC4zX1vDE4,UCJHA_jMfCvEnv-3kRjTCQXw,,,none,hd,2d,PT5M47S,['/m/02wbm']
SFxZb-GHbrQ,UCZGYJFUizSax-yElQaFDp5Q,,,none,hd,2d,PT2M10S,"['/m/02vxn', '/m/02jjt', '/m/02jjt', '/m/02vxn']"
_mHSkHjInS4,UC-FQUIVQ-bZiefzBiQAa8Fw,,,none,hd,2d,PT4M50S,"['/m/0f2f9', '/m/02jjt', '/m/02jjt']"
DKMC6HViGTM,UCWOA1ZGywLbqmigxE4Qlvuw,,,none,hd,2d,PT2M14S,"['/m/0f2f9', '/m/02vxn', '/m/02jjt', '/m/02jjt', '/m/0f2f9', '/m/02vxn']"
cntsqw7XOF0,UClVrJwcIy7saPcGc1nct80A,,,none,hd,2d,PT3M41S,"['/m/04rlf', '/m/05rwpb', '/m/04rlf', '/m/05rwpb']"
Xc675sarBYc,UCaOTXKuQ-t-eTikY96B9n-Q,,,none,hd,2d,PT15M48S,"['/m/068hy', '/m/019_rr', '/m/019_rr', '/m/068hy']"
RlSzahonkTk,UCssD3_aDYhaG44mwP53CO0w,,,none,hd,2d,PT3M56S,"['/m/064t9', '/m/04rlf', '/m/04rlf', '/m/064t9']"
7kRDYwtE10Y,UCGaVdbSav8xWuFWTadK6loA,,,none,hd,2d,PT3M14S,"['/m/098wr', '/m/098wr']"
MnKbM9Zxtn8,UCyouSlyNTfwX_pnGvlfIL3Q,,,none,hd,2d,PT2M50S,"['/m/02vxn', '/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/0f2f9', '/m/02vxn']"
Bzu4G8uZs-4,UCjK8ORC71kwyj1DWFwril_A,,,none,hd,2d,PT1M26S,"['/m/04rlf', '/m/064t9', '/m/02lkt', '/m/04rlf', '/m/064t9']"
sXv9pTXD2T8,UCD5WWnRed32y3xGwmrDhUiQ,,,none,hd,2d,PT8M6S,"['/m/02wbm', '/m/019_rr', '/m/019_rr', '/m/02wbm']"
Uv2LvQ0FEvo,UC8JE00xTMBOqKs7o0grFTfQ,,,none,hd,2d,PT52S,"['/m/04rlf', '/m/04rlf']"
PluaPvhkIMU,UC2-BeLxzUBSs0uSrmzWhJuQ,,,none,hd,2d,PT5M54S,"['/m/04rlf', '/m/064t9', '/m/04rlf', '/m/064t9']"
Bn02bclCu5A,UCWvMmm_sSdgALpo1Ci4WvtQ,,,none,hd,2d,PT50M31S,"['/m/02vxn', '/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/0f2f9']"
fRcmFr9cE5M,UCutXfzLC5wrV3SInT_tdY0w,,,none,hd,2d,PT7M34S,"['/m/0f2f9', '/m/02jjt', '/m/02jjt']"
voozHXadYYE,UC9RM-iSvTu1uPJb8X5yp3EQ,,,none,hd,2d,PT10M44S,['/m/01k8wb']
0umuSm2WA9g,UCSrZ3UV4jOidv8ppoVuvW9Q,,,none,sd,2d,PT59S,"['/m/06bvp', '/m/098wr', '/m/098wr', '/m/06bvp']"
ILwBaXplwZU,UCu6mSoMNzHQiBIOCkHUa2Aw,,,none,hd,2d,PT10M45S,
ZWllUdFLzXU,UCMm_V8YjmnZRhToXIqDYDuw,,,none,hd,2d,PT1M29S,"['/m/06ntj', '/m/0jm_', '/m/06ntj', '/m/0jm_']"
6k1TQ59Yj5s,UCDVYQ4Zhbm3S2dlz7P1GBDg,,,none,hd,2d,PT8M44S,"['/m/06ntj', '/m/0jm_', '/m/06ntj', '/m/0jm_']"
yI7qQ85DTZY,UCDiPds0v60wueil5B8w3fPQ,,,none,hd,2d,PT4M43S,"['/m/05qjc', '/m/02vxn', '/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/05qjc', '/m/02vxn', '/m/0f2f9']"
6VrqR_GfvzE,UCFbRdRGijPR4oBjQ0fVCSmw,,,none,hd,2d,PT5M5S,"['/m/04rlf', '/m/04rlf']"
e9yCAIwqhNc,UCz1hQ68G3XPVYEBoFDgSjcQ,,,none,hd,2d,PT49S,"['/m/064t9', '/m/04rlf', '/m/02mscn', '/m/04rlf', '/m/064t9']"
U7x9pTb9Lwg,UCj7V_ikJOXO9RC8at6kYfHQ,,,none,hd,2d,PT1M8S,"['/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/0f2f9']"
bcZzK3m-LLo,UCIsbLox_y9dCIMLd8tdC6qg,,,none,hd,2d,PT2M20S,"['/m/02jjt', '/m/02vxn', '/m/02jjt', '/m/02vxn']"
C5jcZGcMdaI,UCElLRsuDWeYdOT3GgNZAUeQ,,,none,hd,2d,PT2M16S,"['/m/02vxn', '/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/02vxn', '/m/0f2f9']"
m3b7A5JLO7I,UClZmCCcrhNaXhWYvZNIolWg,,,none,hd,2d,PT30M22S,"['/m/02vxn', '/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/02vxn', '/m/0f2f9']"
tTkOuNrpqWQ,UCY2--S73K_Ce6uvmN9UXvlw,,,none,hd,2d,PT3M55S,"['/m/019_rr', '/m/019_rr']"
73w5fYHqVwA,UCVT1tPkR-fUVlO652EcO3ow,,,none,hd,2d,PT2M42S,"['/m/098wr', '/m/098wr']"
xYShiXMGULE,UCh4pyZUB0mNzieaKv831flA,,,none,hd,2d,PT11M9S,"['/m/098wr', '/m/098wr']"
nRLP9BoSQo4,UCqnbDFdCpuN8CMEg0VuEBqA,,,none,hd,2d,PT4M33S,"['/m/05qjc', '/m/02jjt', '/m/02jjt', '/m/05qjc']"
GEB2f5dpFXs,UCxSz6JVYmzVhtkraHWZC7HQ,,,none,hd,2d,PT5M31S,"['/m/032tl', '/m/019_rr', '/m/019_rr', '/m/032tl']"
ItL6vcUrpUs,UCXYRdIXDdeZIf816EWAr5zQ,,,none,hd,2d,PT5M9S,"['/m/0glt670', '/m/04rlf', '/m/04rlf', '/m/0glt670']"
sXP6vliZIHI,UCxMAbVFmxKUVGAll0WVGpFw,,,none,hd,2d,PT3M45S,"['/m/0glt670', '/m/04rlf', '/m/04rlf', '/m/0glt670']"
b2EOxGUuBWA,UCzcRQ3vRNr6fJ1A9rqFn7QA,,,none,hd,2d,PT1M56S,"['/m/02vxn', '/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/02vxn', '/m/0f2f9']"
XcSMdhfKga4,UCq0OueAsdxH6b8nyAspwViw,,,none,hd,2d,PT2M25S,"['/m/02vxn', '/m/02jjt', '/m/02jjt', '/m/02vxn']"
MSzytvDsPfo,UCqFzWxSCi39LnW1JKFR3efg,,,none,hd,2d,PT2M27S,"['/m/04rlf', '/m/0f2f9', '/m/02vxn']"
MUWUHf-rzks,UCsXVk37bltHxD1rDPwtNM8Q,,,none,hd,2d,PT8M5S,
ZB7_1CoKntI,UC9gFih9rw0zNCK3ZtoKQQyA,,,none,hd,2d,PT15M3S,"['/m/019_rr', '/m/019_rr']"
dwEKqAwoz0Y,UC18vz5hUUqxbGvym9ghtX_w,,,none,hd,2d,PT6M51S,"['/m/0f2f9', '/m/02jjt', '/m/02jjt', '/m/0f2f9']"
_yJq9SeGLhg,UCPD_bxCRGpmmeQcbe2kpPaA,,,none,hd,2d,PT16M9S,['/m/0f2f9']
cIQKKzZtWwQ,UCbJI4Kiaba4Nh_tVjR3Gm7w,,,none,hd,2d,PT3M42S,"['/m/04rlf', '/m/01lyv', '/m/04rlf', '/m/01lyv']"
nZM9Ko806Bg,UCfMJ2MchTSW2kWaT0kK94Yw,,,none,hd,2d,PT8M1S,"['/m/019_rr', '/m/019_rr']"
_v-hzc6blGI,UCLXo7UDZvByw2ixzpQCufnA,,,none,hd,2d,PT7M24S,"['/m/05qt0', '/m/0f2f9']"
TU-Z4uPnFeg,UCWXCrItCF6ZgXrdozUS-Idw,,,none,hd,2d,PT58S,"['/m/02jjt', '/m/02jjt']"
K62oeVyaC-U,UCPcFg7aBbaVzXoIKSNqwaww,,,none,hd,2d,PT4M3S,
t0Ro2Yqs6mA,UC9k-yiEpRHMNVOnOi_aQK8w,,,none,hd,2d,PT51S,"['/m/098wr', '/m/098wr']"
IU-Fo-QEpOI,UCZFhj_r-MjoPCFVUo3E1ZRg,,,none,hd,2d,PT13M4S,
pk0xdl0rRFg,UCJ5v_MCY6GNUBTO8-D3XoAg,,,none,hd,2d,PT3M16S,"['/m/019_rr', '/m/019_rr']"
SA5ZUHsst8s,UCINb0wqPz-A0dV9nARjJlOQ,,,none,hd,2d,PT1M40S,"['/m/068hy', '/m/019_rr', '/m/019_rr', '/m/068hy']"
UuETCtbExnM,UCVTyTA7-g9nopHeHbeuvpRA,,,none,hd,2d,PT4M47S,"['/m/0f2f9', '/m/09kqc', '/m/02jjt', '/m/02jjt', '/m/0f2f9', '/m/09kqc']"
7dbRDavsp6I,UCRXiA3h1no_PFkb1JCP0yMA,,,none,hd,2d,PT7M46S,"['/m/0f2f9', '/m/02jjt', '/m/02jjt']"
EIY-PsHrj9A,,,,,,,,
Bkus04-5kWk,UCY1Yc3xA1aY0lqnKUTDTi7A,,,none,hd,2d,PT10M4S,"['/m/02wbm', '/m/019_rr', '/m/019_rr', '/m/02wbm']"
YEGhKwpEKEw,UCFghPtzFcmyDiID1ASMA4Dg,,,none,hd,2d,PT16M9S,"['/m/019_rr', '/m/019_rr']"
PLAFNvxDPMw,UCSju5G2aFaWMqn-_0YBtq5A,,,none,hd,2d,PT12M36S,"['/m/019_rr', '/m/019_rr']"
y0BlGqwLLGQ,UCPQIGxbFZDFW_RJ9K2Tgt-Q,,,none,hd,2d,PT1M1S,"['/m/04rlf', '/m/0glt670', '/m/04rlf', '/m/0glt670']"
OziQ_a3Rpqw,UC2rJLq19N0dGrxfib80M_fg,,,none,hd,2d,PT1M40S,"['/m/02jjt', '/m/0f2f9', '/m/02jjt', '/m/0f2f9']"
mMzKvVtrC6U,UCcjoLhqu3nyOFmdqF17LeBQ,,,none,hd,2d,PT7M6S,"['/m/019_rr', '/m/0kt51', '/m/019_rr', '/m/0kt51']"
LotoBix4UDM,UCftwRNsjfRo08xYE31tkiyw,,,none,hd,2d,PT4M25S,
XwDTzD75fT4,UCe4LM_eKc9ywRmVuBm5pjQg,,,none,hd,2d,PT3M51S,"['/m/04rlf', '/m/064t9', '/m/04rlf', '/m/064t9']"
olf9d8JvrA8,UCWOA1ZGywLbqmigxE4Qlvuw,,,none,hd,2d,PT16S,"['/m/02vxn', '/m/02jjt', '/m/02jjt', '/m/02vxn']"
AaALLWQmCdI,UCdcemy56JtVTrsFIOoqvV8g,,,none,hd,2d,PT7M18S,"['/m/04rlf', '/m/02lkt', '/m/04rlf', '/m/02lkt']"
JQBrUjPaCNw,UCsZsDjpf2Ppv_cT2K6_q2cw,,,none,hd,2d,PT4M58S,"['/m/019_rr', '/m/019_rr']"
b7rYRGbsMW0,UCupvZG-5ko_eiXAupbDfxWw,,,none,hd,2d,PT5M28S,"['/m/098wr', '/m/098wr']"
uFDPLyAWpVg,UCqhnX4jA0A5paNd1v-zEysw,,,none,hd,2d,PT2M34S,"['/m/019_rr', '/m/019_rr']"
6CPUUjAlXrs,UCvRAX-ujvZ0eTMLGG2vki9w,,,none,hd,2d,PT1M48S,
yh1NAMi2oLg,UC_ciHdbUh6NR2yAAjb5XKfw,,,none,hd,2d,PT2M49S,['/m/04rlf']
4ZuR8JK0N_I,UCkH1uDkyuO9sVjSqdqBygOg,,,none,hd,2d,PT55S,"['/m/098wr', '/m/098wr']"
quouML5-UZI,UCey_c7U86mJGz1VJWH5CYPA,,,none,hd,2d,PT14M36S,"['/m/02jjt', '/m/02jjt']"
alRtHXnZMOI,UCRMqQWxCWE0VMvtUElm-rEA,,,none,hd,2d,PT31S,['/m/04rlf']
ZpMNJbt3QDE,UCqnbDFdCpuN8CMEg0VuEBqA,,,none,hd,2d,PT8M45S,"['/m/064t9', '/m/04rlf', '/m/04rlf', '/m/064t9']"
6dlhWPDoifU,UCXIJgqnII2ZOINSWNOGFThA,,,none,hd,2d,PT1M38S,"['/m/098wr', '/m/098wr']"
FKiuTRS5R-4,UCNye-wNBqNL5ZzHSJj3l8Bg,,,none,hd,2d,PT2M19S,"['/m/05qt0', '/m/098wr', '/m/098wr', '/m/05qt0']"
djJ6GAplhFU,UC00f9QTjmfEcM3Uej3yXGPQ,,,none,hd,2d,PT2M52S,"['/m/02vxn', '/m/02jjt', '/m/02jjt', '/m/02vxn']"
d1hs-JI_yBE,UCWJ2lWNubArHWmf3FIHbfcQ,,,none,hd,2d,PT15M40S,"['/m/018w8', '/m/06ntj', '/m/06ntj', '/m/018w8']"
x7sagGvoRI0,UCaDBRJTQhIg_QhCkW7SxWGQ,,,none,hd,2d,PT6M10S,"['/m/019_rr', '/m/07c1v', '/m/019_rr', '/m/07c1v']"
5vQcI9phkyk,UCajXeitgFL-rb5-gXI-aG8Q,,,none,hd,2d,PT3M7S,"['/m/019_rr', '/m/07yv9', '/m/019_rr', '/m/07yv9']"
4Cc-U8uhXYk,UCoc_XJPj6YLMQDWtPDQcDtA,,,none,hd,2d,PT11M49S,"['/m/098wr', '/m/098wr']"
13hdKXfku4M,UCDiPds0v60wueil5B8w3fPQ,,,none,hd,2d,PT2M38S,"['/m/04rlf', '/m/064t9', '/m/02mscn', '/m/02mscn', '/m/04rlf']"
MmiFNe00SP0,UCSm-R5OcwjKSeQZFC6VROVw,,,none,hd,2d,PT23S,"['/m/019_rr', '/m/07yv9', '/m/019_rr', '/m/07yv9']"
jw7q_kcQXO8,UCMqxNDSr5u8FkPXXLB7welg,,,none,hd,2d,PT10S,"['/m/019_rr', '/m/07c1v', '/m/019_rr', '/m/07c1v']"
lbOXPpVejJ0,UCPjI64FqQRjtewRUZ1ak6BA,,,none,hd,2d,PT4M13S,"['/m/018w8', '/m/06ntj', '/m/06ntj', '/m/018w8']"
ox7RsX1Ee34,UCoYfzC2zMlc9M-Odgaf6OSg,,,none,hd,2d,PT3M43S,"['/m/064t9', '/m/04rlf', '/m/0glt670', '/m/04rlf', '/m/0glt670']"
VAUHZYf_aKY,UCND34iem11DVQplTPZmTMig,,,none,hd,2d,PT52S,"['/m/04rlf', '/m/04rlf']"
cMD63TwzB1o,UCKzhoblE_rPZbHtQKPVUp2A,,,none,hd,2d,PT4M9S,"['/m/064t9', '/m/04rlf', '/m/06j6l', '/m/0gywn', '/m/04rlf', '/m/06j6l', '/m/0gywn']"
Lr8VpJ2GX2E,UC0v-tlzsn0QZwJnkiaUSJVQ,,,none,hd,2d,PT11M43S,"['/m/02vxn', '/m/02jjt', '/m/02jjt']"
tE5C3O71Xqo,UCSz3VZiGSShOHI0CD02lfig,,,none,hd,2d,PT7M19S,
VllA1V5M38E,UCVTyTA7-g9nopHeHbeuvpRA,,,none,hd,2d,PT7M39S,"['/m/0f2f9', '/m/09kqc', '/m/02jjt', '/m/02jjt', '/m/0f2f9', '/m/09kqc']"
qOvMazijKMA,UCfIqCzQJXvYj9ssCoHq327g,,,none,hd,2d,PT17M40S,"['/m/02wbm', '/m/019_rr', '/m/019_rr', '/m/02wbm']"
HHOyg1oDeis,UCucot-Zp428OwkyRm2I7v2Q,,,none,hd,2d,PT16M27S,"['/m/019_rr', '/m/019_rr']"
BIQK4-9YFW0,UC_fN8QapvzsTxrddAN3w9tw,,,none,hd,2d,PT5M3S,"['/m/01h6rj', '/m/04rlf', '/m/06by7', '/m/04rlf', '/m/06by7']"
jTW5_KvkGoE,UCt7fwAhXDy3oNFTAzF2o8Pw,,,none,hd,2d,PT19M36S,"['/m/04rlf', '/m/04rlf']"
wqEknnPadMA,UCiNeUoUWfBLC8mJuMzI6hvw,,,none,hd,2d,PT4M57S,"['/m/019_rr', '/m/019_rr']"
Eyh1_XGHAnQ,UCLXo7UDZvByw2ixzpQCufnA,,,none,hd,2d,PT4M49S,"['/m/098wr', '/m/05qt0', '/m/098wr', '/m/05qt0']"
1sqyuXCwcBA,UCrbSjN1_5U7hqFKRA0nvFXQ,,,none,hd,2d,PT9M28S,"['/m/019_rr', '/m/019_rr']"
07S_Glj3uYs,UCJrOtniJ0-NWz37R30urifQ,,,none,hd,2d,PT3M3S,"['/m/04rlf', '/m/064t9', '/m/04rlf', '/m/064t9']"
v2OTO6UEVAo,UCupvZG-5ko_eiXAupbDfxWw,,,none,hd,2d,PT3M52S,"['/m/098wr', '/m/05qt0', '/m/098wr', '/m/05qt0']"
cQtYcpRGGIY,UCIvA9ZGeoR6CH2e0DZtvxzw,,,none,hd,2d,PT5M14S,"['/m/02wbm', '/m/019_rr', '/m/019_rr', '/m/02wbm']"
7keZTcdouoY,UCYxRlFDqcWM4y7FfpiAN3KQ,,,none,hd,2d,PT19M19S,"['/m/05qt0', '/m/098wr', '/m/098wr', '/m/05qt0']"
CuVuqKyISR4,UCsZsDjpf2Ppv_cT2K6_q2cw,,,none,hd,2d,PT13M30S,"['/m/02wbm', '/m/019_rr', '/m/019_rr', '/m/02wbm']"
Fr0wEsISRUw,UCWbD75COMZwBUpZ7u3KYnfA,,,none,hd,2d,PT3M6S,"['/m/019_rr', '/m/07c1v', '/m/019_rr', '/m/07c1v']"
zi_6oaQyckM,UCaO6TYtlC8U5ttz62hTrZgg,,,none,hd,2d,PT3M29S,"['/m/04rlf', '/m/028sqc', '/m/028sqc', '/m/04rlf']"
OWYKrIKMO1M,UCOgGAfSUy5LvEyVS_LF5kdw,,,none,hd,2d,PT11M30S,"['/m/025zzc', '/m/0403l3g', '/m/0bzvm2', '/m/0bzvm2', '/m/025zzc']"
5EF5Curjr8k,UCZU9T1ceaOgwfLRq7OKFU4Q,,,none,hd,2d,PT3M51S,"['/m/064t9', '/m/04rlf', '/m/05rwpb', '/m/04rlf', '/m/05rwpb']"
zT4DJKkN_Do,UCsP7Bpw36J666Fct5M8u-ZA,,,none,hd,2d,PT6M2S,"['/m/019_rr', '/m/02wbm', '/m/019_rr', '/m/02wbm']"
WhJIUtMK1tU,UCBdw4dLCLLHmTgAOnW4V0hQ,,,none,hd,2d,PT8M49S,"['/m/02jjt', '/m/02jjt']"
pihJVwap7iI,UCsQG1uamy9ydZrF79v16IBg,,,none,hd,2d,PT3M1S,"['/m/04rlf', '/m/04rlf']"
3mRjN1Focog,UCajXeitgFL-rb5-gXI-aG8Q,,,none,hd,2d,PT3M16S,"['/m/098wr', '/m/098wr']"
lM0yu7c6lQk,UCOmcA3f_RrH6b9NmcNa4tdg,,,none,hd,2d,PT5M26S,"['/m/019_rr', '/m/07c1v', '/m/019_rr', '/m/07c1v']"
WQd6x4KmVhA,UCsVcseUYbYjldc-XgcsiEbg,,,none,hd,2d,PT45S,"['/m/04rlf', '/m/0glt670', '/m/04rlf', '/m/0glt670']"
PitmObjGur4,UCiWLfSweyRNmLpgEHekhoAg,,,none,hd,2d,PT1M20S,"['/m/098wr', '/m/098wr']"
teA0Z7ltRSY,UCNZyLULUQBp5e9Q1cKtvk6Q,,,none,hd,2d,PT2M40S,"['/m/019_rr', '/m/07c1v', '/m/019_rr', '/m/07c1v']"
9yWnVxe1qp8,UCwmZiChSryoWQCZMIQezgTg,,,none,hd,2d,PT1M11S,"['/m/019_rr', '/m/019_rr']"
